_source_dataset,_source_pdf,_source_page,_source_table,Número de Contrato,Contratista,Fecha de Otorgación,Fecha de Inicio,Fecha de Terminación,Cuantía,Tipo de Servicio,Comentarios
ACT_2020,Contratos_Vigentes_ACT.pdf,38,1,2021-000004,"LUJANI GENERAL CONTRACTOR, INC.",08/07/2020,20/07/2020,11/11/2021,"$2,774,531.50",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000005,"Microjuris.com, Inc.",09/07/2020,09/07/2020,31/12/2020,"$9,268.00",SERVICIOS RELACIONADOS A LOS SISTEMAS DE INFORMACIÓN,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000006,MUNICIPALITY OF FAJARDO,09/07/2020,09/07/2020,09/07/2022,"$194,668.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000007,MUNICIPALITY OF LAS PIEDRAS,09/07/2020,09/07/2020,09/07/2022,"$5,000.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000008,"DEVELOPMENT AND CONSTRUCTION LAW GROUP, LLC",17/07/2020,17/07/2020,31/12/2020,"$9,500.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000010,EMANUEL RIER SOTO,17/07/2020,17/07/2020,31/12/2020,"$9,500.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000012,"MAXISERVICE AL, INC.",17/07/2020,17/07/2020,31/12/2020,"$25,000.00",SERVICIOS MISCELÁNEOS NO PERSONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000013,"VELEZ MAIZ CORPORATION, DBA MAYAGUEZ FLEET SERVICE",17/07/2020,17/07/2020,31/12/2020,"$15,000.00",SERVICIOS MISCELÁNEOS NO PERSONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000014,"NU STREAM COMMUNICATION, INC.",17/07/2020,17/07/2020,31/12/2020,"$8,073.00",SERVICIOS RELACIONADOS A LOS SISTEMAS DE INFORMACIÓN,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000015,"Eclipse Management, LLC",21/07/2020,21/07/2020,31/12/2020,"$156,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000016,"PARAMOUNT MANAGEMENT GROUP, LLC",21/07/2020,21/07/2020,30/06/2022,$0.00,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000017,Municipality of Comerío,22/07/2020,22/07/2020,22/07/2022,"$178,396.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000018,"CAC CRESPO BUILDERS, LLC",22/07/2020,03/08/2020,23/02/2022,"$2,217,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000019,"CAC CRESPO BUILDERS, LLC",22/07/2020,03/08/2020,26/10/2021,"$829,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000020,Del Valle Group SP,01/07/2020,01/07/2020,01/07/2021,$0.00,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000023,"PROFESSIONAL ASPHALT, LLC",14/07/2020,24/07/2020,18/07/2021,"$3,961,795.22",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,39,1,2021-000024,"DE ANGEL & COMPAÑIA CPA, LLC",03/08/2020,03/08/2020,31/12/2020,"$375,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000025,FRANCISCO A. RIVERA RIVERA,03/08/2020,03/08/2020,31/12/2020,"$35,000.00",SERVICIOS TÉCNICOS,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000026,"Infokeepers of Puerto Rico, Inc.",03/08/2020,03/08/2020,31/12/2020,"$1,624.80",SERVICIOS RELACIONADOS A LOS SISTEMAS DE INFORMACIÓN,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000027,MUNICIPALITY OF LUQUILLO,03/08/2020,03/08/2020,03/08/2022,"$47,723.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000028,MUNICIPALITY OF CEIBA,06/08/2020,06/08/2020,06/08/2022,"$266,663.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000029,DEPARTAMENTO DE TRANSPORTACION Y OBRAS PUBLICAS,07/08/2020,07/08/2020,31/12/2020,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000030,DATAWORKS CONSULTING GROUP,10/08/2020,10/08/2020,31/12/2020,"$74,955.00",SERVICIOS RELACIONADOS A LOS SISTEMAS DE INFORMACIÓN,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000032,Centro Piezas y Servicios Sanchez & Machine Shop,11/08/2020,11/08/2020,31/12/2020,"$15,000.00",SERVICIOS MISCELÁNEOS NO PERSONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000033,"ESQ Legal Services, LLC",11/08/2020,11/08/2020,31/12/2020,"$50,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000034,"UNIPRO ARCHITECTS- ENGINEERS, LLP",12/08/2020,12/08/2020,31/12/2020,"$250,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000035,"A&M GROUP, INC.",13/08/2020,24/08/2020,16/12/2021,"$1,949,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000036,"Obratec Contratista General, Inc.",14/08/2020,25/08/2020,20/07/2021,"$706,019.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000037,"R & F ASPHALT UNLIMITED, INC.",13/08/2020,24/08/2020,17/10/2021,"$4,320,568.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000038,MUNICIPALITY OF PEÑUELAS,17/08/2020,17/08/2020,17/08/2022,"$402,188.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000039,CORP. DEL CENTRO CARDIOVASCULAR DE PR Y EL CARIBE,19/08/2020,19/08/2020,19/08/2035,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000040,CMA ARCHITECTS AND ENGINEERS LLC,18/08/2020,18/08/2020,31/12/2020,"$380,500.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,40,1,2021-000041,"GUEVAREZ & GUEVAREZ, CORP.",18/08/2020,18/08/2020,31/12/2020,"$15,000.00",SERVICIOS MISCELÁNEOS NO PERSONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000043,MUNICIPALITY OF COROZAL,18/08/2020,18/08/2020,18/08/2022,"$94,443.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000044,MUNICIPALITY OF RINCÓN,18/08/2020,18/08/2020,18/08/2022,"$12,477.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000045,MUNICIPALITY OF SALINAS,18/08/2020,18/08/2020,18/08/2022,"$3,200.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000046,"FERROVIAL CONSTRUCCION PR, LLC",20/08/2020,01/09/2020,25/09/2021,"$2,880,000.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000047,MUNICIPIO DE LAS MARIAS,20/08/2020,20/08/2020,20/08/2022,"$3,972.50",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000048,"APPLIED RESEARCH, INC.",24/08/2020,24/08/2020,31/12/2020,"$15,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000049,Netwave Equipment Corp.,24/08/2020,24/08/2020,31/12/2020,"$30,000.00",SERVICIOS RELACIONADOS A LOS SISTEMAS DE INFORMACIÓN,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000050,"ESQ Legal Services, LLC",25/08/2020,25/08/2020,31/12/2020,"$150,000.00",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000053,"JJM CONSTRUCTION, CORP.",20/08/2020,26/08/2020,22/07/2021,"$364,950.00",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000055,"Design Build, LLC",25/08/2020,08/09/2020,02/09/2021,"$4,056,634.60",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000056,"Design Build, LLC",26/08/2020,07/09/2020,01/10/2021,"$5,781,559.53",CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000057,Municipality of Jayuya,26/08/2020,26/08/2020,26/08/2022,"$305,232.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000058,MUNICIPALITY OF LAJAS,26/08/2020,26/08/2020,26/08/2022,"$51,433.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000059,MUNICIPIO DE PATILLAS,26/08/2020,26/08/2020,26/08/2022,"$101,505.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000060,MUNICIPALITY OF SAN SEBASTIAN,26/08/2020,26/08/2020,26/08/2022,"$50,750.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,41,1,2021-000061,"ASOCIACIÓN DE RESIDENTES ABCC, INC.",25/08/2020,25/08/2020,25/08/2030,$10.00,"COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
